,Year,Month,Positive_score,Negative_score,Neutral_score,Weekly Cases,New Historic Cases
75,2016.0,5.0,0.4798139922265408,0.016647973348139923,0.49853470294280955,,
76,2016.0,6.0,0.48194755450795523,0.01679434295816146,0.4965456688273424,,
77,2016.0,7.0,0.4887360813704497,0.016566381156316916,0.48987847965738757,,
78,2016.0,8.0,0.4932095130237826,0.015411664779161947,0.4879824462061155,,
79,2016.0,9.0,0.49030364583333336,0.016761458333333333,0.4887671875,,
80,2016.0,10.0,0.4829700040535063,0.015478719092014592,0.49668625861370086,,
81,2016.0,11.0,0.48410477835348303,0.01742314335060449,0.4938635578583765,,
82,2016.0,12.0,0.48585770132916345,0.016179046129788897,0.4917036747458952,,
83,2017.0,1.0,0.4966420187793427,0.016126173708920187,0.48312382629107986,,
84,2017.0,2.0,0.4969644268774704,0.016044607566346698,0.4819226425748165,,
85,2017.0,3.0,0.4992120559741658,0.016757086472909938,0.4797280229637603,,
86,2017.0,4.0,0.4917746524409958,0.016074361461364373,0.4895625606207566,,
87,2017.0,5.0,0.4941985271555692,0.017397361153728138,0.48410279226756675,,
88,2017.0,6.0,0.49185709493458574,0.016648104662864812,0.48512009392821204,,
89,2017.0,7.0,0.491937091503268,0.01747004357298475,0.4843314270152505,,
90,2017.0,8.0,0.4895330347144457,0.0176528555431131,0.4877665173572228,,
91,2017.0,9.0,0.49101658701152656,0.01663958391903289,0.4867143660387967,,
92,2017.0,10.0,0.4867765540871268,0.01690332843857073,0.49166715614292705,,
93,2017.0,11.0,0.4936172248803828,0.016881066302118934,0.4853978127136022,,
94,2017.0,12.0,0.4949278984022941,0.016670217124129454,0.4822560426054895,,
95,2018.0,1.0,0.4974217814371258,0.01542702095808383,0.4834071856287425,,
96,2018.0,2.0,0.4964582723279649,0.016747437774524157,0.48057027818448017,,
97,2018.0,3.0,0.5004459706959706,0.01700618131868132,0.4786559065934066,,
98,2018.0,4.0,0.4957691971122293,0.017231896740319403,0.4837199737475388,,
99,2018.0,5.0,0.4960553217077571,0.01688334335538184,0.4830535177390259,,
100,2018.0,6.0,0.49048224917309813,0.01858015435501654,0.48762491730981256,,
101,2018.0,7.0,0.49906726726726724,0.017307507507507508,0.47901401401401406,,
102,2018.0,8.0,0.5036924453280318,0.017241153081510936,0.47489085487077537,,
103,2018.0,9.0,0.49795109004739335,0.017157535545023698,0.48090919431279616,,
104,2018.0,10.0,0.49401720499918844,0.017208245414705406,0.48536649894497647,,
105,2018.0,11.0,0.5026262875055978,0.017509180474697714,0.4751576354679803,,
106,2018.0,12.0,0.4997293516276567,0.016761904761904763,0.47732015065913375,,
107,2019.0,1.0,0.503722249629995,0.01765293537247163,0.4726961026147015,,
108,2019.0,2.0,0.5048166292134831,0.016894157303370787,0.4742456179775281,,
109,2019.0,3.0,0.5014580362040593,0.01770049369171695,0.4771363137685134,,
110,2019.0,4.0,0.4971825660268437,0.017768942127291094,0.4795603983258767,,
111,2019.0,5.0,0.5002622654621265,0.01829798471160528,0.47587727588603196,,
112,2019.0,6.0,0.49854533987386124,0.017948423265592154,0.47888213034337773,,
113,2019.0,7.0,0.5028651685393258,0.018144803370786517,0.4739318820224719,,
114,2019.0,8.0,0.4970539237176677,0.018138097325734327,0.47896419698962445,,
115,2019.0,9.0,0.5002198889039425,0.0173809781872375,0.4786076412410243,,
116,2019.0,10.0,0.4980874225206611,0.018383522727272728,0.4790105888429752,,
117,2019.0,11.0,0.4993483902759527,0.016841655716162942,0.478555026281209,,
118,2019.0,12.0,0.4983607717041801,0.016933547695605573,0.4786988210075027,,
119,2020.0,1.0,0.5008910643615913,0.018458446157050615,0.47523557592168303,6.0,0.0
120,2020.0,2.0,0.49948700209643604,0.017140880503144655,0.47813123689727466,59.0,0.0
121,2020.0,3.0,0.5033525179856115,0.018536343339121807,0.47215430414289256,69573.0,0.0
122,2020.0,4.0,0.5048933333333333,0.021115555555555558,0.4740111111111111,981578.0,0.0
123,2020.0,5.0,0.5023868194842407,0.01977077363896848,0.47569197707736394,651182.0,0.0
124,2020.0,6.0,0.4980616871051654,0.01786807878112226,0.4784953548866593,665758.0,0.0
125,2020.0,7.0,0.4989264374295378,0.018239007891770014,0.4766321871476888,2040445.0,0.0
126,2020.0,8.0,0.501113451277731,0.01855714686885706,0.47443414771131703,1402311.0,0.0
127,2020.0,9.0,0.49939347634440195,0.017218042903320598,0.4786870408463121,1419174.0,0.0
128,2020.0,10.0,0.5034434654919236,0.01722858541360744,0.474431718061674,1652108.0,0.0
129,2020.0,11.0,0.5021468361276366,0.016950243374797187,0.4757620335316387,4019210.0,0.0
130,2020.0,12.0,0.5072657921988264,0.016779081808767693,0.4714694511563686,6981632.0,0.0
131,2021.0,1.0,0.4946815356489945,0.019266544789762342,0.48092906764168186,5834777.0,0.0
132,2021.0,2.0,0.5027504071661238,0.01670439739413681,0.47483387622149836,2699815.0,0.0
133,2021.0,3.0,0.49403871439006575,0.019093498904309714,0.48127148770392014,2070123.0,0.0
134,2021.0,4.0,0.4996325118893213,0.01767596195417207,0.4779321227842629,1772636.0,0.0
135,2021.0,5.0,0.5001027826086957,0.018288869565217393,0.4769165217391304,949788.0,0.0
136,2021.0,6.0,0.4955012435748632,0.018798540872160503,0.48006483170286857,474143.0,0.0
137,2021.0,7.0,0.49965778623533147,0.01872312083729781,0.4778152553124009,1031927.0,0.0
138,2021.0,8.0,0.49558866847009314,0.017919747520288548,0.4819831680192366,3587854.0,0.0
139,2021.0,9.0,0.4953536904554179,0.01846466585238178,0.48217152329436397,5052523.0,0.0
140,2021.0,10.0,0.4973057677902622,0.019183370786516853,0.4797637453183521,2364259.0,0.0
141,2021.0,11.0,0.5000842105263158,0.016930334928229665,0.4762845933014354,2324744.0,0.0
142,2021.0,12.0,0.5018469271190312,0.01832168151702079,0.4743500114233493,5601661.0,0.0
143,2022.0,1.0,0.4971691373025517,0.018582017010935602,0.47841652490887,19641851.0,0.0
144,2022.0,2.0,0.5004925523857612,0.017145417823781872,0.47655945468316085,5636657.0,0.0
145,2022.0,3.0,0.4983110640378035,0.018714192602248655,0.47808538373798276,1233523.0,0.0
146,2022.0,4.0,0.4999513888888889,0.017737929894179893,0.476520171957672,1081163.0,0.0
147,2022.0,5.0,0.5003870922581548,0.017303793924121517,0.4765742685146297,2508596.0,0.0
148,2022.0,6.0,0.4974897350993378,0.017573013245033114,0.4779788079470199,3679266.0,0.0
149,2022.0,7.0,0.4996022709597138,0.018272981801213253,0.4769920671955203,3475257.0,0.0
150,2022.0,8.0,0.4977889351370101,0.018203087062088102,0.4779344432882414,3571569.0,0.0
151,2022.0,9.0,0.5016385321100917,0.017403669724770643,0.4766837920489297,1736982.0,0.0
